title,address,city,state,postal_code,price,bedroom,bathroom,area,year_built,lot_size,home_type
House for rent,623 W Johnson St,Philadelphia,PA,19144,"$1,900/mo",3,1.0,1305.0,1930,8276.0,SINGLE_FAMILY
Apartment for rent,123 W Tulpehocken St APT W402,Philadelphia,PA,19144,$995/mo,1,1.0,700.0,-1,-1.0,MULTI_FAMILY
House for rent,4549 N Fernhill St,Philadelphia,PA,19144,"$1,100/mo",3,1.0,,-1,-1.0,SINGLE_FAMILY
Apartment for rent,232 W Walnut Ln,Philadelphia,PA,19144,$975+/mo,0,1.0,500.0,-1,-1.0,APARTMENT
Apartment for rent,422 W Coulter St,Philadelphia,PA,19144,"$1,200/mo",2,1.0,,1928,2178.0,APARTMENT
House for rent,235 W Clapier St,Philadelphia,PA,19144,"$1,400/mo",4,1.0,1314.0,1919,1185.0,SINGLE_FAMILY
Apartment for rent,228 W Manheim St,Philadelphia,PA,19144,$625/mo,0,1.0,135.0,1945,2200.0,MULTI_FAMILY
House for rent,237 W Clapier St,Philadelphia,PA,19144,"$1,400/mo",4,1.0,1314.0,1900,1185.0,SINGLE_FAMILY
Apartment for rent,6207 Wayne Ave,Philadelphia,PA,19144,"$2,050/mo",3,2.5,1706.0,1900,3049.0,MULTI_FAMILY
Townhouse for rent,254 W Apsley St # 1,Philadelphia,PA,19144,"$1,800/mo",5,2.5,2168.0,-1,-1.0,TOWNHOUSE
Townhouse for rent,5051 Copley Rd UNIT 1,Philadelphia,PA,19144,$950/mo,1,1.0,650.0,-1,-1.0,TOWNHOUSE
Apartment for rent,5506 Greene St # B,Philadelphia,PA,19144,$775/mo,0,1.0,260.0,1900,-1.0,APARTMENT
Apartment for rent,139 W Tulpehocken St APT C1,Philadelphia,PA,19144,"$1,025/mo",2,1.0,,1942,-1.0,APARTMENT
House for rent,25 E Rittenhouse St,Philadelphia,PA,19144,$950/mo,2,1.0,800.0,1950,531.0,SINGLE_FAMILY
Apartment for rent,5944 Germantown Ave FLOOR 2,Philadelphia,PA,19144,"$1,500/mo",3,1.0,,-1,-1.0,APARTMENT
Townhouse for rent,356 E Walnut Ln,Philadelphia,PA,19144,$900/mo,1,1.0,1569.0,1910,1598.0,TOWNHOUSE
House for rent,540 E Ashmead St,Philadelphia,PA,19144,"$1,200/mo",2,1.0,829.0,1925,823.0,SINGLE_FAMILY
Apartment for rent,68 W Rockland St # 1,Philadelphia,PA,19144,$850/mo,1,1.0,980.0,-1,-1.0,APARTMENT
Apartment for rent,222 W Clapier St FLOOR 2,Philadelphia,PA,19144,$825/mo,1,1.0,800.0,-1,-1.0,APARTMENT
Apartment for rent,6214 Morton St # 4,Philadelphia,PA,19144,"$1,250/mo",3,1.5,,-1,-1.0,MULTI_FAMILY
House for rent,421 E Mechanic St,Philadelphia,PA,19144,$925/mo,3,1.0,810.0,1900,850.0,SINGLE_FAMILY
House for rent,5629 Heiskell St,Philadelphia,PA,19144,$995/mo,2,1.0,784.0,1920,706.0,SINGLE_FAMILY
Condo for rent,5217 Greene St # 1F,Philadelphia,PA,19144,$795/mo,1,1.0,350.0,1900,-1.0,CONDO
Apartment for rent,4914 Greene St,Philadelphia,PA,19144,"$2,000/mo",4,1.5,1772.0,1900,3737.0,MULTI_FAMILY
Apartment for rent,133 W Tulpehocken St APT 3,Philadelphia,PA,19144,"$1,075/mo",1,1.0,,-1,-1.0,MULTI_FAMILY
Townhouse for rent,5622 Stokes St,Philadelphia,PA,19144,"$1,300/mo",4,1.0,1558.0,1925,1193.0,TOWNHOUSE
Apartment for rent,6325 Carnation St # B,Philadelphia,PA,19144,$895/mo,1,1.0,650.0,-1,-1.0,APARTMENT
Apartment for rent,6103 Wayne Ave APT 109,Phila,PA,19144,$895/mo,1,1.0,660.0,-1,-1.0,APARTMENT
